law_code	law_name	article_number	text
parvane_vekalat_1376	قانون کیفیت اخذ پروانه وکالت مصوب ۱۳۷۶	1	ماده 1- از تاریخ تصویب این قانون کانون‌های وکلای دادگستری جمهوری اسلامی ایران مکلفند حداقل یکبار در سال نسبت به پذیرش متقاضیان پروانه کارآموزی وکالت از طریق آزمون با آگهی در جراید اقدام نموده و حداکثر ظرف مدت شش ماه پس از برگزاری آزمون ضمن اعلام نتایج قطعی نسبت به صدور پروانه کارآموزی وکالت برای پذیرفته‌شدگان اقدام نمایند. تبصره 1- کانون وکلای دادگستری و مرکز وکلا، کارشناسان رسمی و مشاوران خانواده قوه قضائیه مکلفند هر سال از طریق سازمان سنجش آموزش کشور نسبت به برگزاری آزمون پروانه وکالت اقدام نمایند. داوطلبانی که حداقل هفتاد درصد (70%) امتیاز میانگین نمرات یک درصد (1%) حائزان بالاترین امتیاز را کسب کرده‌اند، به عنوان پذیرفته‌شده، جهت طی مراحل مقتضی به مرجع صدور مجوز مربوط معرفی می‌گردند. نظارت بر اجرای این تبصره بر عهده قوه قضائیه است و قوه مزبور مکلف است در صورت استنکاف کانون وکلای دادگستری و مرکز وکلا، کارشناسان رسمی و مشاوران خانواده قوه قضائیه از برگزاری آزمون، رأساً به برگزاری آن اقدام کند. استنکاف از اجرای این حکم جرم محسوب و مرتکب به مجازات محرومیت از حقوق اجتماعی درجه شش موضوع ماده (19) قانون مجازات اسلامی محکوم خواهد شد. (اصلاحی 1400/12/24) متن سابق تبصره: تعیین تعداد کارآموزان وکالت برای هر کانون بر عهده کمیسیونی متشکل از رئیس کل دادگستری استان، رئیس شعبه اول دادگاه انقلاب و رئیس کانون وکلای مربوط می‌باشد که به دعوت رئیس کانون وکلای هر کانون، حداقل یکبار در سال تشکیل و اتخاذ تصمیم می نماید. تبصره 2- برای مشمولان بند «چ» ماده (88) قانون برنامه پنجساله ششم توسعه اقتصادی، اجتماعی و فرهنگی جمهوری اسلامی ایران، نصاب مذکور در تبصره (1) حداقل شصت درصد (60%) می‌باشد. (الحاقی 1400/12/24)
parvane_vekalat_1376	قانون کیفیت اخذ پروانه وکالت مصوب ۱۳۷۶	2	ماده 2- برای اشخاصی پروانه کارآموزی وکالت صادر می‌شود که علاوه بر دارا بودن دانشنامه لیسانس یا بالاتر حقوق یا فقه و مبانی حقوق اسلامی یا معادل آن از دروس حوزوی و دانشگاهی دارای شرایط ذیل باشند: الف - اعتقاد و التزام عملی به احکام و مبانی دین مقدس اسلام. ب - اعتقاد و تعهد به نظام جمهوری اسلامی ایران ، ولایت فقیه، قانون اساسی. ج - نداشتن پیشینه محکومیت مؤثر کیفری. د - نداشتن سابقه عضویت و فعالیت در گروه‌های الحادی و فرق ضاله و معاند با اسلام و گروه‌هایی که مرامنامه آنها مبتنی بر نفی ادیان الهی می‌باشد. ه- - عدم وابستگی به رژیم منحوس پهلوی و تحکیم پایه های رژیم طاغوت. و - عدم عضویت و هواداری از گروهکهای غیر قانونی و معاند با جمهوری اسلامی ایران. ز - عدم اعتیاد به مواد مخدر و استعمال مشروبات الکلی. تبصره 1- کانون‌های وکلا مکلفند به منظور احراز شرایط فوق از مراجع ذی‌صلاح مربوطه استعلام نمایند و مراجع مزبور مکلفند حداکثر ظرف مدت 2 ماه پاسخ لازم را اعلام نمایند. تبصره 2- برای اشخاصی که مطابق قانون از کارآموزی معاف هستند در صورتی پروانه وکالت صادر می‌شود که دارای شرایط این ماده باشند. تبصره 3- مدت کار آموزی اعضای هیأت علمی دانشکده‌های حقوق نصف مدت سایر کارآموزان خواهد بود. تبصره 4- اقلیت‌های مذهبی رسمی از دارا بودن شرایط مندرج در بند (الف) مستثنی می‌باشند. تبصره 5- اعتبار پروانه وکالت سه سال است و تمدید آن منوط به در خواست متقاضی می‌باشد. هرگاه وکیلی فاقد یکی از شرایط این قانون تشخیص داده شود، کانون موظف است موضوع و دلایل آنرا به دادگاه انتظامی وکلا ، اعلام و در خواست رسیدگی نماید. دادگاه مذکور پس از رسیدگی نسبت به تمدید یا عدم تمدید پروانه رأی مقتضی صادر می‌کند. پروانه این اشخاص تا صدور حکم قطعی معتبر خواهد بود مگر در مواردی که دادگاه با توجه به ضرورت حکم تعلیق صادر نماید.
parvane_vekalat_1376	قانون کیفیت اخذ پروانه وکالت مصوب ۱۳۷۶	3	ماده 3- سی درصد (30%) سهمیه مورد نیاز کانون وکلای هر حوزه به ایثارگران (رزمندگانی که شش ماه سابقه حضور داوطلبانه در جبهه جنگ داشته و یا در اسارت دشمن بوده‌اند و یا جانبازان 25% و بالاتر و بستگان درجه اول شهدا و جانبازان (50% به بالا) اختصاص می‌یابد که از بین ایثارگرانی که بیشترین نمره را آورده‌اند انتخاب خواهند شد. تبصره - استفاده از این سهمیه مانع از پذیرش ایثارگرانی که نمره قبولی سهمیه آزاد را آورده اند نمی‌باشد.
parvane_vekalat_1376	قانون کیفیت اخذ پروانه وکالت مصوب ۱۳۷۶	4	ماده 4- اعضای هیأت مدیره (اعم از اصلی و علی‌البدل) کانون وکلا از بین وکلای پایه یک هر حوزه که علاوه بر دارا بودن شرایط مندرج در بندهای (الف) تا (ز) ماده (2) واجد شرایط زیر باشند، برای مدت دو سال انتخاب می‌گردند: الف - داشتن حداقل 35 سال سن. ب - حداقل هشت سال سابقه وکالت یا چهار سال قضاوت به انضمام چهار سال وکالت داشته و از طرف دادگاه انتظامی صلاحیت قضایی آنها سلب نشده باشد. ج - عدم محکومیت انتظامی درجه 4 و بالاتر. د - عدم اشتهار به فساد اخلاق (سوء شهرت) ه- - عدم ارتکاب اعمال خلاف حیثیت و شرافت و شوون شغل وکالت. تبصره 1- مرجع رسیدگی به صلاحیت نامزدها، دادگاه عالی انتظامی قضات بوده که مکلف است ظرف حداکثر دو ماه ضمن استعلام سوابق از مراجع ذی‌ربط، صلاحیت آنان را بررسی و اعلام نظر کند و مراجع ذی‌صلاح قانونی که از نامزدها، سوابق یا اطلاعاتی دارند در صورت استعلام موظف به اعلام آن می‌باشند. تبصره 2- انتخاب اعضای هیأت مدیره کانون بطور متوالی برای بیش از دو دوره ممنوع می‌باشد. تبصره 3- وزارت دادگستری موظف است حداکثر ظرف مدت شش ماه از تاریخ تصویب این قانون انتخابات کانون‌های وکلای دادگستری را براساس این قانون تجدید نماید.
parvane_vekalat_1376	قانون کیفیت اخذ پروانه وکالت مصوب ۱۳۷۶	5	ماده 5- در صورت تخلف هر یک از اعضای هیأت مدیره کانون‌های وکلای دادگستری از مفاد این قانون به حکم دادگاه عالی انتظامی قضات علاوه بر محرومیت دایم از عضویت در هیأت های مدیره کانون‌های وکلا به انفصال از وکالت به مدت دو تا پنج سال محکوم خواهند شد.
parvane_vekalat_1376	قانون کیفیت اخذ پروانه وکالت مصوب ۱۳۷۶	6	ماده 6- وکلا نمی توانند در غیر از محلی که برای آنجا پروانه وکالت دریافت کرده اند دفتر وکالت تأسیس نمایند و همچنین نمی توانند عملاً فعالیت وکالتی خود را در محل دیگری متمرکز نمایند. تخلف از این حکم مستوجب مجازات انتظامی درجه 3 در نوبت اول و درجه 4 در نوبت دوم و درجه 5 در نوبت سوم خواهد بود. به این تخلف در دادسرا و دادگاه انتظامی کانون رسیدگی خواهد شد که تخلف در حوزه آن انجام شده است. در صورت عدم توجه و رسیدگی کانون اخیر، کانون متبوع وکیل مزبور نیز حق رسیدگی خواهد داشت. تبصره 1- ادامه وکالت در پرونده‌هایی که قبل از تصویب این ماده مطرح گردیده و همچنین با اجازه کانون وکلای متبوع، وکالت از خویشاوندان تا درجه سوم از شمول این ماده مستثنی است. در صورتیکه حوزه اخیر تابع کانون وکلای دیگری باشد اجازه کانون مزبور نیز لازم است. تبصره 2- محدوده حوزه هر کانون به پیشنهاد وزیر دادگستری و تصویب رئیس قوه قضائیه مشخص خواهد شد. تبصره 3- کارآموزان وکالت در دوران کارآموزی باید حسن اخلاق و حسن رفتار داشته باشند چنانچه به تشخیص کمیسیون کارآموزی خلاف آن احراز شود با تأیید رئیس کانون و رأی دادگاه انتظامی کانون پروانه کارآموزی آنان ابطال خواهد شد. کارآموزان وکالت قبل از اخذ پروانه وکالت حق وکالت در دعاویی که مرجع تجدید نظر از احکام آنها دیوان عالی کشور می‌باشد را ندارند. تبصره 4- کسانی که دارای رتبه قضایی بوده‌اند به مدت سه سال در آخرین محل خدمت خود حق وکالت نخواهند داشت. متخلف از این مقرره به ترتیب تکرار مستوجب مجازات‌های درجه 3 الی 6 خواهد بود.
parvane_vekalat_1376	قانون کیفیت اخذ پروانه وکالت مصوب ۱۳۷۶	7	ماده 7- از تاریخ تصویب این قانون کلیه قوانین و مقررات مغایر با آن لغو می‌گردد. قانون فوق مشتمل بر هفت ماده و چهار ده تبصره در جلسه علنی روز یکشنبه مورخ هفدهم فروردین ماه یکهزار و سیصد و هفتاد و شش مجلس شورای اسلامی تصویب و در تاریخ 1376/01/19 به تأیید شورای نگهبان رسیده است.
